gatename,gate_in_1,gate_in_2,gate_in_3,gate_in_4,gate_in_5,fan_in_1,fan_in_2,fan_in_3,fan_in_4,fan_in_5,in_flipflop_1,in_flipflop_2,in_flipflop_3,in_flipflop_4,in_flipflop_5,out_flipflop_1,out_flipflop_2,out_flipflop_3,out_flipflop_4,out_flipflop_5,in_near_flipflop,out_near_flipflop,in_multiplexer_1,in_multiplexer_2,in_multiplexer_3,in_multiplexer_4,in_multiplexer_5,out_multiplexer_1,out_multiplexer_2,out_multiplexer_3,out_multiplexer_4,out_multiplexer_5,in_near_multiplexer,out_near_multiplexer,in_const_1,in_const_2,in_const_3,in_const_4,in_const_5,out_const_1,out_const_2,out_const_3,out_const_4,out_const_5,inv_1,inv_2,inv_3,inv_4,inv_5,loop_1,loop_2,loop_3,loop_4,loop_5,DPI,DPO,label
DFF_15_Q_reg,6,11,14,19,22,2,6,11,15,19,1,2,2,2,1,1,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_16_Q_reg,6,11,14,19,22,2,6,11,15,19,1,2,2,2,1,1,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0
DFF_17_Q_reg,6,11,14,19,22,2,6,11,15,19,1,2,2,2,1,0,1,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
DFF_18_Q_reg,2,5,7,8,9,1,3,6,8,10,0,1,1,1,0,1,2,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
DFF_19_Q_reg,6,7,8,13,12,2,5,8,10,12,1,1,1,1,0,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_20_Q_reg,6,11,10,13,16,2,6,10,12,14,1,2,1,1,0,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_21_Q_reg,6,11,14,15,16,2,6,11,14,16,1,2,2,1,0,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_22_Q_reg,6,11,14,20,19,2,6,11,16,20,1,2,2,2,0,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_23_Q_reg,6,11,14,20,24,2,6,12,17,21,1,2,2,2,1,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_24_Q_reg,6,11,14,20,24,2,6,11,16,21,1,2,2,2,1,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_25_Q_reg,6,11,14,19,23,2,6,11,15,20,1,2,2,2,1,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_26_Q_reg,6,11,14,19,22,2,6,11,15,19,1,2,2,2,1,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_27_Q_reg,6,11,14,19,22,2,6,11,15,19,1,2,2,2,1,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
DFF_28_Q_reg,6,11,14,19,22,2,6,11,15,19,1,2,2,2,1,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0
DFF_29_Q_reg,6,11,14,19,22,2,6,11,15,19,1,2,2,2,1,1,2,3,3,5,1,1,0,0,0,0,0,0,0,0,1,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,2,0
DFF_30_Q_reg,6,11,14,20,23,2,6,11,16,21,1,2,2,2,1,1,2,3,4,4,1,1,0,0,0,0,0,0,0,1,1,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,0,2,0,0,0,2,0
DFF_31_Q_reg,6,11,14,20,24,2,6,12,18,24,1,2,2,2,1,1,2,4,3,4,1,1,0,0,0,0,0,0,1,1,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,3,6,10,1,0,1,0,0,0,2,0
DFF_32_Q_reg,9,20,33,59,97,2,9,23,44,72,1,2,3,8,9,1,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,1,0,0,2,0
DFF_33_Q_reg,9,20,44,76,131,2,9,27,55,92,1,1,5,8,13,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,1,0,0,0,2,0
DFF_34_Q_reg,9,20,44,83,128,2,9,26,54,93,1,1,4,9,12,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,0,1,0,0,0,1,0
DFF_35_Q_reg,9,20,44,83,135,2,9,26,54,94,1,1,4,8,13,0,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,1,0,1,0,0,0,0,0
DFF_36_Q_reg,5,11,24,42,74,1,6,17,32,55,0,0,3,6,10,1,2,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,0,0,2,0
DFF_37_Q_reg,9,16,35,63,94,2,8,24,46,73,1,0,3,7,10,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,2,0
DFF_38_Q_reg,9,20,40,74,114,2,9,24,50,81,1,1,3,7,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,1,0,0,0,2,0
DFF_39_Q_reg,9,20,44,79,125,2,9,26,50,85,1,1,4,7,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,1,0,0,0,2,0
DFF_40_Q_reg,9,20,44,83,130,2,9,26,52,87,1,1,4,8,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,1,0,1,0,0,0,2,0
DFF_41_Q_reg,9,20,44,83,135,2,9,26,54,92,1,1,4,8,12,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,0,1,0,0,0,2,0
DFF_42_Q_reg,9,20,44,83,131,2,9,27,55,92,1,1,4,8,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,1,0,0,0,2,0
DFF_43_Q_reg,9,20,44,79,129,2,9,26,54,93,1,1,4,7,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,1,0,1,0,0,0,2,0
DFF_44_Q_reg,9,20,44,82,130,2,9,26,52,91,1,1,4,8,12,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,1,0,0,0,2,0
DFF_45_Q_reg,9,20,44,82,132,2,9,26,52,88,1,1,4,8,12,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,1,0,0,0,2,0
DFF_46_Q_reg,9,20,44,82,131,2,9,25,50,85,1,1,4,8,12,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,2,0
DFF_47_Q_reg,9,20,44,83,134,2,9,26,52,87,1,1,4,8,12,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,1,0,0,0,2,0
DFF_48_Q_reg,9,20,44,85,136,2,9,26,54,92,1,1,4,9,12,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,1,0,1,0,0,0,2,0
DFF_49_Q_reg,9,20,44,85,134,2,9,25,50,88,1,1,4,9,12,1,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,2,0
DFF_50_Q_reg,9,20,44,85,133,2,9,25,50,85,1,1,4,9,12,1,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,2,0
DFF_51_Q_reg,9,20,44,85,133,2,9,26,52,88,1,1,4,9,12,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,2,0
DFF_52_Q_reg,9,20,44,85,135,2,9,27,54,90,1,1,4,9,12,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,1,0
DFF_53_Q_reg,9,20,44,85,134,2,9,25,53,91,1,1,4,9,12,0,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,1,0,0,0,0,0
DFF_54_Q_reg,5,11,24,45,76,1,6,17,33,57,0,0,3,7,10,1,2,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,0,0,2,0
DFF_55_Q_reg,9,16,35,65,95,2,8,23,44,71,1,0,3,8,10,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,2,0
DFF_56_Q_reg,9,20,40,76,115,2,9,24,48,80,1,1,3,8,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,2,0
DFF_57_Q_reg,9,20,44,80,125,2,9,27,53,90,1,1,4,8,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,0,0,2,0
DFF_58_Q_reg,9,20,44,84,127,2,9,26,53,89,1,1,4,9,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,2,0
DFF_59_Q_reg,9,20,44,85,134,2,9,26,54,93,1,1,4,9,12,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,2,0
DFF_60_Q_reg,9,20,44,85,129,2,9,25,50,87,1,1,4,9,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,1,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,0,1,0,0,0,2,0
DFF_61_Q_reg,9,20,44,81,127,2,9,25,49,82,1,1,4,8,11,1,2,3,3,3,1,1,0,0,0,0,0,0,0,1,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,1,0,0,0,2,0
DFF_62_Q_reg,9,20,44,85,129,2,9,26,50,85,1,1,4,9,12,1,2,3,3,3,1,1,0,0,0,0,0,0,1,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,1,0,1,0,0,0,2,0
DFF_63_Q_reg,9,20,44,81,129,2,9,26,54,90,1,1,4,8,11,1,2,3,3,3,1,1,0,0,0,0,0,1,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,3,7,11,1,0,1,0,0,0,2,0
DFF_64_Q_reg,6,14,30,65,115,2,6,16,39,79,1,2,2,4,10,1,2,2,3,5,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,3,0
DFF_65_Q_reg,6,11,20,42,90,2,6,11,26,59,1,2,2,2,6,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0
DFF_66_Q_reg,6,11,17,32,67,2,6,11,21,45,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_67_Q_reg,6,11,17,29,57,2,6,11,21,40,1,2,2,2,4,1,2,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_68_Q_reg,6,11,17,29,54,2,6,11,21,40,1,2,2,2,4,1,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_69_Q_reg,6,11,17,29,54,2,6,11,21,41,1,2,2,2,4,1,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
DFF_70_Q_reg,6,11,17,29,54,2,6,11,21,39,1,2,2,2,4,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
DFF_71_Q_reg,6,11,17,29,54,2,6,12,23,43,1,2,2,2,4,0,1,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
DFF_72_Q_reg,2,5,10,21,45,1,3,6,14,31,0,1,1,1,3,1,2,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_73_Q_reg,6,7,11,22,46,2,5,8,16,33,1,1,1,1,3,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_74_Q_reg,6,11,13,23,47,2,6,11,20,38,1,2,1,1,3,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_75_Q_reg,6,11,17,25,48,2,6,12,22,40,1,2,2,1,3,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
DFF_76_Q_reg,6,11,17,29,50,2,6,12,24,44,1,2,2,2,3,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_77_Q_reg,6,11,17,29,54,2,6,11,22,43,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_78_Q_reg,6,11,17,29,54,2,6,12,23,43,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_79_Q_reg,6,11,17,29,54,2,6,11,22,42,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_80_Q_reg,6,11,17,29,54,2,6,11,21,41,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_81_Q_reg,6,11,17,29,54,2,6,11,21,39,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_82_Q_reg,6,11,17,29,54,2,6,11,21,39,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_83_Q_reg,6,11,17,29,54,2,6,11,21,40,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_84_Q_reg,6,11,17,29,54,2,6,11,21,41,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_85_Q_reg,6,11,17,29,54,2,6,11,21,39,1,2,2,2,4,1,2,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_86_Q_reg,6,11,17,29,54,2,6,11,21,39,1,2,2,2,4,1,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_87_Q_reg,6,11,17,29,54,2,6,11,21,40,1,2,2,2,4,1,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
DFF_88_Q_reg,6,11,17,29,54,2,6,12,22,40,1,2,2,2,4,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
DFF_89_Q_reg,6,11,17,29,54,2,6,11,22,42,1,2,2,2,4,0,1,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
DFF_90_Q_reg,2,5,10,21,45,1,3,6,14,31,0,1,1,1,3,1,2,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_91_Q_reg,6,7,11,22,46,2,5,8,16,33,1,1,1,1,3,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_92_Q_reg,6,11,13,23,47,2,6,10,18,34,1,2,1,1,3,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_93_Q_reg,6,11,17,25,48,2,6,11,20,36,1,2,2,1,3,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
DFF_94_Q_reg,6,11,17,29,50,2,6,11,21,39,1,2,2,2,3,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
DFF_95_Q_reg,6,11,17,29,54,2,6,11,21,40,1,2,2,2,4,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,1,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0
DFF_96_Q_reg,6,11,14,23,40,2,6,11,18,31,1,2,2,3,3,1,2,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
DFF_97_Q_reg,6,11,14,20,30,2,6,11,18,26,1,2,2,3,3,1,2,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
DFF_98_Q_reg,6,11,14,20,27,2,6,11,18,26,1,2,2,3,3,1,2,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
DFF_99_Q_reg,6,11,14,20,27,2,6,11,18,26,1,2,2,3,3,1,2,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
DFF_100_Q_reg,6,11,14,20,27,2,6,11,18,26,1,2,2,3,3,1,2,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
DFF_101_Q_reg,6,11,14,20,27,2,6,11,18,26,1,2,2,3,3,1,2,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
DFF_102_Q_reg,6,11,14,20,27,2,6,11,18,26,1,2,2,3,3,1,2,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
DFF_103_Q_reg,6,11,14,20,27,2,6,12,20,30,1,2,2,3,3,1,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
